Id,age,number_dependent_family_members,monthly_income,number_of_credit_lines,real_estate_loans,ratio_debt_payment_to_income,credit_line_utilization,number_of_previous_late_payments_up_to_59_days,number_of_previous_late_payments_up_to_89_days,number_of_previous_late_payments_90_days_or_more,defaulted_on_loan
16517,80.0,,3800.0,1.0,,0.029992107,0.127395753,0.0,0.0,0.0,0
16518,63.0,0.0,5500.0,18.0,3.0,0.38792946700000003,0.062313017000000005,0.0,0.0,0.0,0
16519,55.0,0.0,,12.0,1.0,1.402485143,0.758695722,3.0,0.0,0.0,1
16520,,0.0,2000.0,5.0,0.0,0.093453273,0.09420746199999999,0.0,0.0,0.0,0
16521,59.0,2.0,,23.0,0.0,0.0028067709999999996,0.007967481,0.0,0.0,0.0,0
16522,47.0,0.0,7135.0,13.0,0.0,0.069086323,0.16546380900000002,0.0,0.0,0.0,0
16523,53.0,0.0,5933.0,12.0,1.0,0.368217054,0.0,0.0,0.0,0.0,0
16524,82.0,0.0,1930.0,4.0,0.0,0.066286898,0.091774675,1.0,,0.0,0
16525,40.0,2.0,6035.0,8.0,2.0,0.344102054,0.019399224,0.0,0.0,0.0,0
16526,49.0,4.0,16000.0,23.0,9.0,0.8483844759999999,0.051615892000000003,2.0,0.0,0.0,0
16527,62.0,0.0,3200.0,25.0,0.0,0.062480475,0.018162598999999998,0.0,0.0,0.0,0
16528,57.0,0.0,0.0,7.0,0.0,407.0,,0.0,0.0,1.0,0
16529,46.0,2.0,8000.0,9.0,2.0,0.514435696,0.9227084190000001,0.0,,0.0,1
16530,42.0,0.0,13000.0,,5.0,0.8825474959999999,0.082476701,0.0,,,0
16531,53.0,3.0,,2.0,0.0,0.066977674,,0.0,0.0,0.0,0
16532,60.0,0.0,3000.0,13.0,,0.451182939,0.147191343,0.0,,3.0,1
16533,,0.0,8700.0,11.0,2.0,0.360073555,0.262047549,0.0,0.0,0.0,0
16534,57.0,1.0,5300.0,6.0,2.0,0.20486700600000002,0.007579215,0.0,0.0,0.0,0
16535,54.0,1.0,3640.0,7.0,,0.655589124,0.186890655,0.0,0.0,0.0,0
16536,62.0,2.0,16550.0,7.0,1.0,0.322337019,0.193595223,0.0,0.0,0.0,0
16537,41.0,3.0,30000.0,6.0,2.0,0.262924569,0.10979268,1.0,0.0,0.0,0
16538,51.0,0.0,3975.0,11.0,2.0,0.898138833,,0.0,0.0,0.0,0
16539,48.0,1.0,4054.0,8.0,1.0,0.726017263,0.6885290059999999,1.0,0.0,1.0,0
16540,63.0,1.0,5900.0,3.0,1.0,0.131672598,0.061466973,0.0,0.0,0.0,0
16541,66.0,,,14.0,1.0,0.996775234,0.333044464,0.0,0.0,0.0,1
16542,63.0,0.0,5000.0,,1.0,0.370525895,0.9624568520000001,0.0,0.0,0.0,0
16543,78.0,0.0,2510.0,9.0,0.0,0.018717642,"0,028433657999999997",0.0,0.0,,0
16544,31.0,1.0,7400.0,7.0,0.0,0.000135117,0.002065439,0.0,0.0,0.0,0
16545,41.0,0.0,2800.0,6.0,0.0,0.210996073,0.035269951,0.0,0.0,0.0,0
16546,53.0,2.0,,9.0,1.0,0.229628014,0.0,,0.0,0.0,0
16547,46.0,2.0,10095.0,9.0,6.0,0.63520206,0.689795011,0.0,0.0,0.0,0
16548,53.0,0.0,6200.0,9.0,0.0,0.24350911100000003,"0,476857894",0.0,0.0,0.0,0
16549,47.0,2.0,4000.0,3.0,1.0,0.30667333199999997,,0.0,0.0,,0
16550,62.0,1.0,,,1.0,0.191280872,0.207642513,0.0,0.0,0.0,0
16551,,0.0,4059.0,7.0,1.0,0.38645320200000005,0.006771691999999999,0.0,0.0,0.0,0
16552,50.0,2.0,5556.0,,,0.096994781,0.05637323,1.0,,1.0,0
16553,35.0,2.0,114344.0,11.0,2.0,0.017840745,0.828865884,0.0,0.0,0.0,0
16554,49.0,2.0,6660.0,12.0,2.0,0.454886654,"0,234544604",1.0,0.0,0.0,0
16555,36.0,3.0,9466.0,19.0,1.0,0.458857082,0.280059161,0.0,0.0,0.0,0
16556,55.0,0.0,4000.0,,1.0,0.512371907,,1.0,0.0,0.0,0
16557,63.0,1.0,4166.0,8.0,2.0,0.620590353,0.9999998999999999,,0.0,0.0,0
16558,79.0,0.0,2328.0,5.0,0.0,0.16058394199999998,0.012643612,0.0,0.0,0.0,0
16559,,0.0,875.0,4.0,0.0,0.40296803700000006,0.242525249,0.0,0.0,0.0,0
16560,57.0,0.0,2460.0,,1.0,0.271840715,"0,006174393",,0.0,0.0,0
16561,62.0,0.0,8716.0,6.0,1.0,,0.029081138,0.0,0.0,0.0,0
16562,50.0,0.0,12166.0,4.0,1.0,0.205473823,0.9999998999999999,1.0,0.0,0.0,0
16563,53.0,5.0,8060.0,10.0,2.0,0.485423645,0.27803186,0.0,0.0,0.0,0
16564,59.0,0.0,12600.0,13.0,0.0,0.06189984900000001,0.15117661699999999,0.0,0.0,0.0,0
16565,27.0,1.0,2600.0,0.0,0.0,0.00461361,0.9999998999999999,0.0,0.0,1.0,0
16566,78.0,0.0,2400.0,9.0,0.0,0.02790504,0.019101339,0.0,0.0,0.0,0
16567,46.0,0.0,17500.0,5.0,1.0,0.157819553,0.104971654,0.0,,0.0,0
16568,47.0,2.0,,10.0,1.0,0.34738878100000004,"0,5987649079999999",1.0,0.0,0.0,0
16569,65.0,0.0,10200.0,14.0,1.0,0.366336634,0.25204140199999997,0.0,,0.0,0
16570,36.0,2.0,7666.0,4.0,1.0,0.37041867700000003,0.0,0.0,0.0,0.0,0
16571,46.0,1.0,6100.0,18.0,2.0,0.458285527,"0,037910913",0.0,0.0,0.0,1
16572,42.0,0.0,5793.0,5.0,1.0,0.221435968,0.009799608000000001,0.0,0.0,0.0,0
16573,31.0,0.0,,8.0,,,0.0,0.0,0.0,0.0,0
16574,57.0,0.0,4200.0,,2.0,0.9421566290000001,0.78725186,3.0,0.0,0.0,0
16575,60.0,0.0,4750.0,13.0,2.0,0.518627657,0.125352604,1.0,0.0,0.0,1
16576,,0.0,0.0,12.0,2.0,,0.435617162,0.0,0.0,0.0,0
16577,53.0,2.0,6250.0,3.0,0.0,0.08942569199999999,0.0,0.0,2.0,1.0,1
16578,36.0,0.0,2400.0,5.0,0.0,0.09454394,0.064155974,0.0,0.0,0.0,0
16579,72.0,0.0,3001.0,4.0,0.0,0.019320453,"0,093910665",0.0,0.0,0.0,0
16580,63.0,1.0,7987.0,12.0,1.0,0.320230346,0.052234589000000005,0.0,0.0,0.0,0
16581,60.0,0.0,1100.0,12.0,1.0,1.089009991,0.0,0.0,0.0,0.0,0
16582,,2.0,4000.0,6.0,1.0,0.761809548,0.9999998999999999,1.0,0.0,0.0,0
16583,37.0,,5200.0,6.0,1.0,,0.0,0.0,0.0,0.0,0
16584,50.0,,4300.0,11.0,0.0,0.37944664,,0.0,,0.0,0
16585,31.0,2.0,11666.0,21.0,3.0,0.447415788,"0,766535553",0.0,0.0,0.0,0
16586,63.0,1.0,5616.0,1.0,0.0,0.005875022,0.07211076200000001,0.0,0.0,0.0,0
16587,69.0,0.0,7400.0,13.0,,0.38346169399999996,0.864565417,0.0,0.0,0.0,0
16588,53.0,2.0,6587.0,8.0,1.0,0.7618397090000001,0.621359619,0.0,0.0,0.0,0
16589,30.0,0.0,2000.0,5.0,0.0,0.07846077,0.367736522,0.0,0.0,0.0,0
16590,,2.0,7000.0,5.0,1.0,0.426653335,0.187919463,0.0,0.0,0.0,0
16591,,0.0,3083.0,2.0,,0.002594034,0.19253830800000002,0.0,0.0,0.0,0
16592,34.0,0.0,2916.0,8.0,0.0,0.32807679100000003,0.232436568,0.0,0.0,0.0,0
16593,56.0,0.0,7833.0,20.0,1.0,0.41613479700000006,0.376663006,1.0,1.0,,0
16594,57.0,3.0,3000.0,,2.0,,"0,9999998999999999",2.0,,1.0,1
16595,61.0,0.0,11600.0,,2.0,,0.179705158,0.0,0.0,0.0,0
16596,49.0,2.0,5900.0,3.0,1.0,0.256566684,0.9999998999999999,3.0,1.0,7.0,1
16597,31.0,0.0,7125.0,4.0,2.0,0.39545327,0.101870368,0.0,0.0,0.0,0
16598,34.0,1.0,9324.0,12.0,2.0,0.33908847200000003,0.590264318,0.0,0.0,0.0,0
16599,33.0,0.0,2498.0,7.0,1.0,0.779911965,0.82852292,0.0,0.0,1.0,0
16600,,0.0,10517.0,9.0,4.0,0.689769918,0.207353911,0.0,,0.0,0
16601,25.0,0.0,1100.0,5.0,0.0,0.365122616,0.9999998999999999,,0.0,0.0,0
16602,47.0,0.0,2100.0,1.0,0.0,,0.9999998999999999,0.0,0.0,0.0,0
16603,56.0,0.0,3510.0,7.0,0.0,0.364568499,0.20093553,0.0,,0.0,0
16604,54.0,0.0,6700.0,3.0,1.0,0.145052977,"0,960345415",0.0,0.0,0.0,0
16605,35.0,0.0,2000.0,6.0,0.0,0.21489255399999999,0.246065564,0.0,0.0,0.0,0
16606,58.0,1.0,5500.0,16.0,1.0,0.308125795,,1.0,1.0,0.0,0
16607,45.0,1.0,6000.0,12.0,0.0,0.297283786,1.286068717,2.0,0.0,0.0,1
16608,48.0,4.0,7200.0,7.0,2.0,,0.22291586100000002,0.0,0.0,0.0,0
16609,36.0,2.0,4000.0,,1.0,0.314171457,1.21012152,1.0,0.0,0.0,1
16610,69.0,1.0,5000.0,14.0,1.0,0.9860027990000001,,0.0,,0.0,0
16611,51.0,2.0,3900.0,13.0,2.0,0.594975647,"0,058802438",0.0,0.0,0.0,0
16612,52.0,1.0,,12.0,2.0,0.298069745,0.6810331000000001,,0.0,0.0,0
16613,65.0,0.0,6250.0,5.0,2.0,0.423292273,0.12267509300000001,0.0,0.0,0.0,0
16614,52.0,2.0,5000.0,6.0,1.0,0.042591482,0.0,0.0,0.0,,0
16615,47.0,0.0,3500.0,4.0,3.0,,0.9999998999999999,2.0,1.0,2.0,1
16616,45.0,1.0,2833.0,11.0,0.0,0.43895554,0.723697431,,0.0,0.0,1
16617,81.0,0.0,2084.0,6.0,0.0,0.005275779,0.009549761,1.0,0.0,0.0,0
16618,87.0,0.0,10500.0,7.0,0.0,0.001904581,0.017224569,,0.0,0.0,0
16619,48.0,1.0,13200.0,,2.0,0.39550034100000003,0.6988789040000001,0.0,0.0,0.0,0
16620,65.0,0.0,6666.0,24.0,3.0,0.770661467,"0,046563162000000005",1.0,0.0,0.0,0
16621,81.0,0.0,3219.0,13.0,1.0,0.46304347799999995,0.9172007179999999,1.0,0.0,0.0,0
16622,44.0,1.0,4300.0,10.0,4.0,0.796093932,0.041683931,0.0,0.0,,0
16623,40.0,0.0,300.0,,1.0,7.77076412,0.957380937,0.0,0.0,0.0,0
16624,63.0,0.0,2300.0,,1.0,0.45067362,0.008158998,0.0,0.0,0.0,0
16625,62.0,1.0,6521.0,14.0,2.0,0.618981907,1.026403486,3.0,0.0,0.0,1
16626,32.0,1.0,6800.0,9.0,1.0,0.30745478600000004,0.68333046,1.0,0.0,0.0,0
16627,28.0,0.0,1620.0,8.0,0.0,,0.0,0.0,0.0,,1
16628,49.0,1.0,5479.0,6.0,0.0,0.0027372259999999997,0.014970666,0.0,0.0,,0
16629,,0.0,4250.0,13.0,2.0,0.546930134,0.078427016,0.0,0.0,0.0,0
16630,65.0,0.0,2000.0,8.0,2.0,0.91804098,0.19461463399999998,0.0,0.0,,0
16631,,,5000.0,5.0,1.0,0.41551689700000005,"0,9003951029999999",0.0,0.0,,0
16632,36.0,,8833.0,15.0,3.0,0.603690288,,0.0,,0.0,0
16633,38.0,0.0,1964.0,8.0,0.0,,0.0015355179999999998,0.0,0.0,0.0,0
16634,43.0,3.0,8100.0,6.0,2.0,0.257622516,0.034586521,0.0,0.0,0.0,0
16635,71.0,0.0,5416.0,3.0,0.0,0.057596456,0.0,0.0,0.0,0.0,0
16636,62.0,0.0,7693.0,18.0,1.0,0.477255004,0.41945746,0.0,0.0,0.0,0
16637,61.0,0.0,6880.0,,2.0,0.409097515,"0,295889901",0.0,0.0,0.0,0
16638,23.0,1.0,2040.0,3.0,0.0,0.012738853999999999,"0,322027847",0.0,0.0,0.0,0
16639,56.0,0.0,1.0,8.0,1.0,1179.5,"0,40242913700000005",0.0,0.0,0.0,0
16640,30.0,0.0,3360.0,7.0,0.0,0.207676287,0.065649795,0.0,0.0,,0
16641,59.0,3.0,13333.0,8.0,0.0,0.029548522999999997,0.0008256730000000001,1.0,0.0,0.0,0
16642,46.0,0.0,3333.0,6.0,1.0,0.409418116,0.763123688,0.0,0.0,0.0,0
16643,92.0,0.0,,10.0,0.0,0.013424736000000001,0.030525732000000003,0.0,1.0,0.0,0
16644,74.0,0.0,4333.0,9.0,1.0,0.222888786,0.142872449,0.0,0.0,0.0,0
16645,65.0,0.0,13983.0,24.0,1.0,0.183209382,0.002333476,0.0,0.0,2.0,0
16646,81.0,1.0,5800.0,13.0,1.0,0.316497156,,0.0,0.0,,0
16647,60.0,0.0,900.0,9.0,4.0,6.1287458379999995,0.22932568899999997,0.0,0.0,0.0,0
16648,50.0,0.0,6990.0,11.0,1.0,0.18037476800000002,0.080566212,1.0,0.0,0.0,0
16649,51.0,2.0,3100.0,9.0,,0.293131248,0.906445278,1.0,0.0,1.0,0
16650,44.0,2.0,5000.0,6.0,2.0,0.572085583,0.407897491,0.0,0.0,0.0,0
16651,52.0,3.0,7042.0,5.0,,0.36461735100000003,0.035522964,0.0,0.0,0.0,0
16652,40.0,0.0,4166.0,9.0,2.0,0.6045116389999999,0.040235127,0.0,0.0,0.0,0
16653,72.0,0.0,4089.0,10.0,0.0,0.441809291,0.18021303800000002,1.0,2.0,1.0,0
16654,69.0,0.0,4015.0,2.0,0.0,0.016683266999999998,0.090641506,0.0,0.0,0.0,0
16655,79.0,1.0,2283.0,,0.0,0.0,0.9999998999999999,0.0,0.0,,0
16656,72.0,0.0,1500.0,14.0,0.0,0.33644237200000005,0.046674745,0.0,0.0,0.0,0
16657,78.0,0.0,4000.0,8.0,1.0,,0.0,1.0,0.0,0.0,0
16658,32.0,3.0,5748.0,4.0,0.0,,0.408499455,1.0,0.0,0.0,0
16659,62.0,0.0,7533.0,24.0,,0.5552163529999999,0.1966031,0.0,0.0,0.0,0
16660,68.0,2.0,3350.0,12.0,1.0,0.47418681,0.003672598,0.0,,0.0,0
16661,50.0,3.0,1704.0,12.0,3.0,4.39941349,0.665214698,0.0,0.0,0.0,0
16662,64.0,0.0,2135.0,3.0,0.0,0.170411985,0.0,0.0,,0.0,0
16663,22.0,0.0,1979.0,6.0,0.0,0.231313131,0.8233868520000001,2.0,0.0,0.0,0
16664,53.0,2.0,11500.0,12.0,2.0,0.316581167,0.206436222,1.0,,0.0,0
16665,22.0,0.0,1760.0,1.0,0.0,0.138557638,0.9999998999999999,0.0,0.0,0.0,0
16666,51.0,3.0,4500.0,12.0,1.0,,0.039012292999999997,0.0,0.0,0.0,0
16667,44.0,2.0,200.0,6.0,1.0,14.28358209,0.9999998999999999,3.0,0.0,0.0,0
16668,50.0,0.0,,5.0,1.0,0.418762746,0.754416372,0.0,0.0,0.0,0
16669,59.0,0.0,10318.0,21.0,2.0,0.748328326,0.548009131,0.0,0.0,0.0,0
16670,68.0,2.0,8000.0,3.0,0.0,0.030996125,0.563022924,0.0,0.0,,0
16671,51.0,1.0,11250.0,4.0,0.0,0.228690783,1.0099583859999999,0.0,0.0,0.0,0
16672,64.0,0.0,4250.0,15.0,1.0,0.525288167,8.590000000000001e-05,0.0,0.0,0.0,0
16673,55.0,0.0,1405.0,5.0,0.0,0.743954481,0.20559898199999999,0.0,0.0,0.0,0
16674,41.0,2.0,9750.0,18.0,0.0,0.137216696,0.139976194,0.0,0.0,0.0,0
16675,81.0,0.0,9830.0,15.0,1.0,0.10578781400000001,0.014364331999999999,0.0,0.0,0.0,0
16676,39.0,1.0,5596.0,12.0,1.0,0.257816688,0.091730276,1.0,0.0,0.0,0
16677,39.0,2.0,6233.0,15.0,2.0,0.919955085,0.22693821,,0.0,0.0,0
16678,,1.0,4000.0,11.0,1.0,0.36840789799999996,"0,67256108",0.0,0.0,0.0,0
16679,42.0,0.0,9966.0,8.0,3.0,0.527239892,0.331017153,0.0,0.0,0.0,0
16680,77.0,0.0,3000.0,11.0,0.0,0.048983672,0.042525495,0.0,0.0,0.0,0
16681,61.0,0.0,10582.0,19.0,4.0,0.43040725700000004,0.206585805,1.0,0.0,0.0,0
16682,52.0,2.0,12833.0,9.0,1.0,,0.0179596,0.0,0.0,0.0,0
16683,46.0,2.0,4200.0,4.0,1.0,0.55462985,0.027531276,0.0,0.0,0.0,0
16684,41.0,1.0,10700.0,15.0,3.0,0.619942061,0.386185299,0.0,0.0,0.0,0
16685,29.0,2.0,3000.0,,1.0,0.733422193,0.000869187,0.0,2.0,3.0,1
16686,69.0,2.0,3000.0,16.0,2.0,0.688437188,0.0054232790000000005,0.0,0.0,0.0,0
16687,81.0,0.0,2150.0,6.0,0.0,0.014876801,0.025839946000000003,0.0,0.0,0.0,0
16688,69.0,0.0,7505.0,6.0,3.0,0.486544098,0.9100272490000001,0.0,0.0,0.0,0
16689,65.0,1.0,10000.0,13.0,0.0,0.227377262,"0,133747441",0.0,0.0,0.0,0
16690,50.0,3.0,4126.0,15.0,1.0,0.364429368,0.130449866,0.0,0.0,0.0,0
16691,49.0,0.0,17500.0,11.0,3.0,0.29838295,"0,042900457999999995",0.0,0.0,0.0,0
16692,62.0,0.0,4416.0,13.0,3.0,1.4095539959999999,0.21972617,0.0,0.0,0.0,0
16693,68.0,0.0,7200.0,7.0,1.0,0.399250104,,0.0,0.0,,0
16694,43.0,2.0,25000.0,6.0,1.0,0.056597735999999996,0.800612043,0.0,0.0,0.0,0
16695,33.0,0.0,3650.0,11.0,2.0,0.635442345,1.014733259,4.0,0.0,0.0,0
16696,,0.0,4201.0,7.0,0.0,0.325321276,0.524347231,0.0,0.0,0.0,0
16697,66.0,0.0,4047.0,6.0,1.0,0.185029644,0.001698584,0.0,0.0,0.0,0
16698,,1.0,10483.0,22.0,2.0,0.608832507,0.095034133,0.0,0.0,0.0,0
16699,61.0,0.0,6125.0,10.0,1.0,0.32239634300000003,0.119707275,0.0,0.0,0.0,0
16700,49.0,3.0,7200.0,12.0,0.0,3.0098597419999997,0.388224988,,0.0,2.0,0
16701,,0.0,10500.0,,2.0,0.337872584,"0,041492227",0.0,0.0,0.0,0
16702,51.0,2.0,4200.0,10.0,1.0,0.729588193,0.28084810600000004,0.0,0.0,0.0,0
16703,31.0,2.0,12000.0,1.0,0.0,0.0,0.9999998999999999,0.0,0.0,0.0,0
16704,51.0,0.0,3800.0,6.0,0.0,0.23204419899999998,"0,500039059",0.0,0.0,0.0,0
16705,53.0,2.0,14400.0,26.0,2.0,0.39719463899999996,,0.0,0.0,0.0,0
16706,67.0,1.0,8333.0,6.0,1.0,0.263138949,0.165921374,0.0,0.0,0.0,0
16707,33.0,0.0,3600.0,11.0,2.0,0.362677034,,0.0,0.0,0.0,0
16708,51.0,,13326.0,9.0,1.0,0.19921962899999998,0.059382005,0.0,0.0,0.0,0
16709,,0.0,3700.0,,1.0,0.299378546,0.10728899900000001,0.0,0.0,0.0,0
16710,45.0,,4573.0,5.0,2.0,0.5295146479999999,0.019574571000000002,0.0,0.0,0.0,0
16711,29.0,0.0,4500.0,10.0,0.0,0.257720507,0.037880125,1.0,0.0,0.0,0
16712,50.0,0.0,6500.0,12.0,0.0,0.094293186,"0,119495404",0.0,0.0,0.0,0
16713,71.0,1.0,10630.0,13.0,1.0,0.20760041399999998,"0,059145319",0.0,,0.0,0
16714,43.0,3.0,26500.0,4.0,1.0,0.231085619,,0.0,0.0,0.0,0
16715,47.0,0.0,7600.0,7.0,1.0,0.274306012,"0,0031247209999999996",1.0,2.0,0.0,0
16716,,0.0,5500.0,10.0,1.0,0.5764406470000001,0.642506073,0.0,0.0,0.0,0
16717,59.0,0.0,4900.0,11.0,0.0,0.167516833,0.877783436,,0.0,0.0,0
16718,,2.0,,15.0,0.0,0.153381186,0.41870734600000004,0.0,0.0,0.0,0
16719,53.0,1.0,5899.0,9.0,2.0,0.666949153,0.97091262,0.0,0.0,0.0,0
16720,,0.0,3333.0,,2.0,1.130773845,0.141374756,0.0,0.0,0.0,0
16721,58.0,2.0,4800.0,18.0,2.0,0.954176213,"0,34508373299999995",0.0,0.0,0.0,0
16722,70.0,1.0,12000.0,13.0,2.0,0.342221482,0.563934312,0.0,0.0,0.0,0
16723,79.0,0.0,5500.0,2.0,0.0,0.08816578800000001,0.9999998999999999,,0.0,0.0,0
16724,46.0,0.0,7700.0,13.0,1.0,0.136086223,"0,048547064",0.0,0.0,0.0,0
16725,77.0,0.0,10000.0,8.0,2.0,0.637536246,0.986980344,0.0,0.0,0.0,0
16726,,3.0,10671.0,15.0,2.0,0.348482009,0.09713583199999999,0.0,0.0,0.0,0
16727,73.0,1.0,3600.0,10.0,0.0,0.34657039700000003,0.21103727,0.0,0.0,0.0,0
16728,47.0,3.0,0.0,7.0,2.0,1474.0,,0.0,0.0,0.0,0
16729,75.0,0.0,3333.0,5.0,0.0,0.004499100000000001,0.023905865,0.0,0.0,0.0,0
16730,53.0,0.0,6900.0,4.0,1.0,0.144326909,"0,0",0.0,0.0,0.0,0
16731,57.0,1.0,7333.0,15.0,1.0,0.5471775289999999,0.0015833070000000002,0.0,0.0,0.0,0
16732,42.0,2.0,5189.0,19.0,1.0,0.573410405,0.658045827,0.0,0.0,0.0,0
16733,36.0,0.0,5348.0,16.0,0.0,0.149747616,0.334907874,0.0,0.0,0.0,0
16734,41.0,0.0,3250.0,4.0,0.0,,0.0,0.0,0.0,0.0,0
16735,45.0,1.0,4166.0,7.0,4.0,0.652027838,0.021063847000000004,0.0,0.0,0.0,0
16736,,5.0,800.0,13.0,0.0,3.293383271,0.484764925,0.0,0.0,0.0,0
16737,,0.0,7000.0,3.0,0.0,0.046993287,0.04111355,0.0,0.0,0.0,0
16738,47.0,0.0,15800.0,11.0,0.0,0.25979368399999997,0.46565978,3.0,0.0,0.0,0
16739,42.0,1.0,3000.0,1.0,0.0,,"0,9999998999999999",0.0,0.0,0.0,0
16740,47.0,0.0,7050.0,9.0,2.0,0.365905545,0.07344246,0.0,0.0,0.0,0
16741,59.0,2.0,11500.0,15.0,1.0,0.213894444,0.22603620300000002,1.0,0.0,0.0,0
16742,54.0,0.0,3050.0,3.0,0.0,0.418879056,"0,7884523840000001",3.0,0.0,1.0,0
16743,46.0,4.0,10000.0,9.0,0.0,0.196080392,0.887353225,0.0,0.0,0.0,0
16744,56.0,0.0,10000.0,19.0,5.0,0.820917908,0.11647385099999999,0.0,,0.0,0
16745,70.0,0.0,2500.0,10.0,0.0,0.003198721,0.001230706,,,0.0,0
16746,41.0,1.0,3995.0,8.0,1.0,0.9767267270000001,0.7187280359999999,0.0,0.0,0.0,0
16747,68.0,2.0,6700.0,9.0,2.0,0.45545441,0.136744236,0.0,0.0,0.0,0
16748,59.0,0.0,5766.0,12.0,1.0,0.495058089,0.012940923,0.0,0.0,0.0,0
16749,50.0,1.0,10500.0,5.0,1.0,0.171221788,0.2177311,0.0,0.0,0.0,0
16750,61.0,0.0,,2.0,0.0,0.09400603699999999,0.0,0.0,0.0,0.0,0
16751,60.0,0.0,3900.0,6.0,0.0,0.073314535,0.010766308,0.0,0.0,0.0,0
16752,,1.0,5205.0,10.0,1.0,0.476565501,0.392326605,0.0,0.0,0.0,0
16753,52.0,1.0,1700.0,4.0,1.0,,0.700614198,0.0,0.0,0.0,0
16754,72.0,0.0,2500.0,4.0,0.0,0.00239904,0.013532431000000001,0.0,0.0,0.0,0
16755,,0.0,10666.0,5.0,,,,0.0,0.0,0.0,0
16756,,1.0,10000.0,,1.0,0.41945805399999997,0.18484834100000003,0.0,0.0,0.0,0
16757,69.0,0.0,3916.0,20.0,1.0,0.507020679,0.0,0.0,0.0,0.0,0
16758,50.0,2.0,3916.0,10.0,1.0,0.498851162,0.298276744,2.0,0.0,0.0,0
16759,44.0,0.0,5700.0,5.0,0.0,0.061392737999999995,0.33539379,0.0,0.0,0.0,0
16760,47.0,2.0,4100.0,10.0,3.0,0.453791758,0.834089685,0.0,0.0,0.0,0
16761,45.0,3.0,5000.0,6.0,1.0,0.437112577,,0.0,0.0,0.0,0
16762,27.0,0.0,,3.0,0.0,0.136818052,0.633202955,1.0,0.0,0.0,0
16763,63.0,1.0,,7.0,1.0,0.21143532399999998,"0,00595173",0.0,0.0,0.0,0
16764,37.0,0.0,1850.0,2.0,0.0,0.268503512,0.9999998999999999,0.0,,0.0,0
16765,35.0,1.0,7500.0,12.0,2.0,,0.06674661700000001,0.0,0.0,0.0,0
16766,60.0,0.0,6530.0,11.0,1.0,,0.00179228,0.0,0.0,0.0,0
16767,72.0,0.0,2463.0,4.0,0.0,0.001217532,0.01517067,0.0,0.0,0.0,0
16768,,0.0,5000.0,12.0,1.0,0.22515496899999998,0.002282675,0.0,0.0,0.0,0
16769,61.0,0.0,1300.0,,,1.649500384,0.062211555999999994,1.0,0.0,1.0,1
16770,,2.0,6890.0,17.0,2.0,1.263532143,0.654924417,0.0,0.0,0.0,0
16771,24.0,0.0,,4.0,0.0,0.078478575,,0.0,0.0,0.0,0
16772,48.0,1.0,250.0,3.0,1.0,9.633466135,"0,091495425",0.0,0.0,0.0,0
16773,41.0,1.0,6000.0,20.0,9.0,1.8041993000000003,0.174782978,1.0,0.0,0.0,0
16774,,,1300.0,18.0,1.0,1.111452729,0.089338347,1.0,,0.0,1
16775,51.0,2.0,4506.0,6.0,1.0,0.564455292,0.9602476640000001,0.0,0.0,0.0,0
16776,38.0,2.0,7083.0,11.0,2.0,,0.384274327,2.0,0.0,0.0,1
16777,54.0,0.0,12200.0,12.0,2.0,0.528891075,"0,664894025",1.0,0.0,0.0,0
16778,66.0,2.0,7000.0,8.0,2.0,0.385087845,,0.0,,0.0,0
16779,39.0,0.0,4791.0,,2.0,0.581385643,0.057786316,0.0,0.0,0.0,0
16780,47.0,0.0,16166.0,15.0,4.0,0.281437496,0.463458245,0.0,0.0,0.0,0
16781,49.0,0.0,9000.0,4.0,0.0,0.060882124,0.048013049,0.0,0.0,0.0,0
16782,48.0,1.0,7500.0,9.0,0.0,,0.18395074600000003,1.0,0.0,0.0,0
16783,46.0,3.0,10600.0,,1.0,0.267521932,0.6964810909999999,0.0,0.0,0.0,0
16784,65.0,0.0,4379.0,8.0,1.0,0.163242009,,0.0,0.0,0.0,0
16785,36.0,2.0,8125.0,7.0,1.0,0.241939454,0.156542881,0.0,0.0,0.0,0
16786,50.0,2.0,6000.0,12.0,0.0,0.142809532,0.0,0.0,0.0,0.0,0
16787,56.0,1.0,3750.0,11.0,1.0,0.444681418,0.41306667700000005,2.0,0.0,0.0,0
16788,36.0,3.0,7000.0,10.0,0.0,,"0,55126575",2.0,0.0,0.0,0
16789,51.0,1.0,7000.0,6.0,1.0,0.421511213,0.023453124,0.0,0.0,0.0,0
16790,,0.0,6250.0,20.0,2.0,0.490961446,0.34055918399999996,0.0,0.0,0.0,1
16791,51.0,5.0,8333.0,12.0,2.0,0.274778018,0.005508366,0.0,0.0,0.0,0
16792,51.0,0.0,,,6.0,0.701799903,"0,409374454",0.0,0.0,0.0,1
16793,47.0,0.0,6564.0,4.0,2.0,0.6137090629999999,"0,284214473",,,0.0,0
16794,47.0,0.0,,4.0,1.0,0.216116924,0.338265276,0.0,0.0,0.0,0
16795,69.0,0.0,4966.0,2.0,0.0,0.115965371,0.0,1.0,0.0,0.0,0
16796,54.0,2.0,,4.0,0.0,0.20900760399999999,0.826447426,0.0,0.0,0.0,0
16797,49.0,2.0,6366.0,5.0,1.0,0.258991676,0.322735453,1.0,0.0,0.0,0
16798,56.0,0.0,,4.0,1.0,0.125119025,"0,0",0.0,0.0,0.0,0
